"account_id","id","cargo_name","account_name","cargo_type","min_size","max_size","region","matching_region","del_port","redel_port","laycan_start_date","laycan_end_date","duration","email_id","phone_number","latitude","longitude","received_at","process_id"
NULL,"13399","Grain","Pan Ocean Co., Ltd","Dry Bulk","50000","59000","Far East","Far East","North Pacific","Singapore Japan Range","2025-12-20","2026-01-05","0","mail@carisocean.com","(822)7304593","35.0","-160.0",NULL,"448171"
NULL,"13400","Coil","Pan Ocean Co., Ltd","General Cargo","37000","42000","Far East","Far East","South Korea","World Wide","2025-12-24","2025-12-26","365","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"448171"
NULL,"13401","Coil","Pan Ocean Co., Ltd","General Cargo","25","25","Far East","Far East","Dangjin","Gibraltar","2023-12-20","2023-12-22","0","mail@carisocean.com","+82 10 94462296","37.0312","126.5085",NULL,"212245"
NULL,"13402","Coal","Pan Ocean Co., Ltd","Dry Bulk","53000","64000","South East Asia","South East Asia","East Sumatra","Thailand","2025-12-15","2025-12-20","90","mail@carisocean.com","(822)7304593","-0.8554","102.3342",NULL,"822752"
NULL,"13403","Rain","Pan Ocean Co., Ltd","Dry Bulk","20000","39999","Far East","Far East","Korea","Continent (Gibraltar-Skaw)","2025-12-27","2025-12-30","90","mail@carisocean.com","(822)7304593","37.5665","126.978",NULL,"822752"
"TR149P","13404","General Cargo","UMC Chartering","General Cargo","15000","30000","0","China Japan Range","CJK","Mediterranean & Black Sea","2025-12-10","2025-12-20","0","brokers@u-m-c.com.ua","+38 097 980 46 08","35.0","139.0",NULL,"237050"
"TR149P","13405","Coal","Chinaland","Dry Bulk","60000","69000","South East Asia","South East Asia","Skali","South East Asia","2025-12-20","2025-12-25","0","handy@energybulk.com","+603-8733 2988","1.0","103.0",NULL,"394451"
"TR149P","13406","Steel Coils","Chinaland","General Cargo","60000","69000","China Japan Range","China Japan Range","CJK","US Gulf","2025-12-20","2025-12-25","0","handy@energybulk.com","+603-8733 2988","35.0","139.0",NULL,"394451"
"TR149P","13407","Agriproducts","OSR","Dry Bulk","33000","37000","East Coast North America","East Coast North America","Houston","North Coast South America","2025-12-14","2025-12-18","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","29.7604","-95.3698",NULL,"158973"
"TR149P","13408","Grains","Falcon","Dry Bulk","34000","40000","South West Pacific","South West Pacific","SWP","Continent/UK-Spain Range","2025-12-11","2025-12-15","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-33.8679","151.207",NULL,"158973"
"TR149P","13409",,"Clipper","Dry Bulk","34000","40000","South West Pacific","South West Pacific","SWP","Worldwide or Atlantic + Singapore/Japan","2025-12-16","2025-12-21","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-33.8679","151.207",NULL,"158973"
"TR149P","13410","Petcoke","Navision","Dry Bulk","20000","25000","US Gulf","US Gulf","Port Arthur","Brazil (Salvador)","2025-12-16","2025-12-20","25","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","29.8849","-93.939",NULL,"158973"
"TR149P","13411","Coal","Jeyst","Dry Bulk","85005","85005","Far East","Far East","Kashima","Japan","2025-12-09","2025-12-13","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","36.3667","140.5833",NULL,"418759"
"TR149P","13412","Coal","Cargill","Dry Bulk","81169","81169","Far East","Far East","Yeosu","South China","2025-12-07","2025-12-09","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","34.7366","127.7458",NULL,"418759"
"TR149P","13413","Manganese Ore","Teambulk","Dry Bulk","61197","61197","South Africa","South Africa","Port Elizabeth","China","2025-12-08","2025-12-13","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-33.9608","25.6022",NULL,"418759"
"TR149P","13414","Grains","Clipper","Dry Bulk","40500","40500","Continent","Continent","Vlissingen","Spain","2025-12-08","2025-12-13","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","51.4428","3.5736",NULL,"418759"
"TR149P","13415","Phosphate","Clipper","Dry Bulk","39071","39071","Continent","Continent","Aviles","Brazil","2025-12-08","2025-12-13","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","43.5569","-5.9247",NULL,"418759"
"TR149P","13416","Gypsum","Lauritzen","Dry Bulk","33297","33297","Mediterranean","Mediterranean","Garrucha","Rotterdam","2025-12-08","2025-12-13","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","37.1792","-1.8228",NULL,"418759"
NULL,"13417","Aggregates","Hanson Bulk","Dry Bulk","56000","61000","Persian Gulf","Persian Gulf","Fujairah","Maldives","2023-12-17","2023-12-22","25","chartering@hansoncarriers.com","+86 13390017718","25.2697","56.2538",NULL,"278006"
NULL,"13418","Wheat","Star Gulf Shipping Pvt Ltd.","Dry Bulk","32000","35000","Black Sea","Black Sea","Black Sea","Persian Gulf","2025-12-07","2025-12-14","40","Fix@stargulfshipping.com","+962 79 1987866","44.0","34.0",NULL,"526031"
"TR149P","13419",,"Anchor Shipping","Dry Bulk","52000","64000","0",,"World Wide","World Wide",NULL,NULL,"365","pacific@goldenmaritime.net","00922138682834",,,NULL,"965863"
"TR149P","13420","Coal","GTFE","Dry Bulk","53000","57000","South East Asia","South East Asia","Singapore","Taiwan","2025-12-15","2025-12-20","25","chartering@interbulkshipping.in","+91-9958349993","1.3521","103.8198",NULL,"856804"
"TR149P","13421","Sand or Aggregates","GTFE","Dry Bulk","47000","60000","China Japan Range","China Japan Range","Xiamen","Singapore","2025-12-09","2025-12-14","15","chartering@interbulkshipping.in","+91-9582547074","24.4798","118.0894",NULL,"856804"
"TR149P","13422","Bulk Cement","Vietsea","Dry Bulk","25000","42000","Far East","Far East","Vissai","Newcastle","2025-12-25","2025-12-31","0","chartering@interbulkshipping.in","+91 9958349993","20.0","106.0",NULL,"358823"
NULL,"13423","Petcoke","Refined Success Ltd","Dry Bulk","50000","69000","US Gulf","US Gulf","US Gulf","Singapore-Japan Range","2025-12-16","2025-12-21","0",,"0030 6981530195","29.0","-90.0",NULL,"691756"
NULL,"13424","Ore or Bauxite","Refined Success Ltd","Dry Bulk","50000","59000","West Africa","West Africa","Abidjan","Singapore-Japan Range","2025-12-17","2025-12-22","0",,"0030 6981530195","5.3167","-4.0333",NULL,"691756"
NULL,"13425","Coal",,"Dry Bulk","20000","69999","South East Asia","South East Asia","Bunati","Shanghai","2025-12-12","2025-12-15","0",,"0030 6981530195","-3.7167","116.1667",NULL,"104992"
NULL,"13426","Coal",,"Dry Bulk","20000","69999","South East Asia","South East Asia","Muara Berau","South China","2025-12-20","2025-12-24","0",,"0030 6981530195","-0.5333","117.3333",NULL,"104992"
NULL,"13427","Salt",,"Dry Bulk","50000","69000","West Coast India","West Coast India","West Coast India","China","2025-12-14","2025-12-19","0",,"0030 6981530195","15.4909","73.8278",NULL,"104992"
NULL,"13428","Manganese Ore",,"Dry Bulk","50000","59000","OCEANIA","OCEANIA","Groote Eylandt","China","2025-12-24","2025-12-27","0",,"0030 6981530195","-13.8333","136.4167",NULL,"104992"
NULL,"13429","Coal",,"Dry Bulk","50000","59000","OCEANIA","OCEANIA","Dalrymple Bay Coal Terminal","Indonesia","2026-01-01","2026-01-05","0",,"0030 6981530195","-21.2575","149.3028",NULL,"104992"
NULL,"13430","Manganese Ore",,"Dry Bulk","50000","69000","South Africa","South Africa","Port Elizabeth","China","2026-01-02","2026-01-04","0",,"0030 6981530195","-33.918","25.5701",NULL,"104992"
"TR149P","13431","Sulphur","XO","Dry Bulk","50000","69000","Persian Gulf","Persian Gulf","Ruwais","Weda Bay","2025-12-16","2025-12-18","25","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","24.1103","52.7306",NULL,"799015"
"TR149P","13432","Break Bulk & Steel Coils","BBN","General Cargo","20000","59000","West Coast India","West Coast India","Mumbai","Antwerp","2025-12-20","2025-12-24","35","rieck-petersen@shipnet.de","+49 (0)172 410 48 72","18.9633","72.8333",NULL,"799015"
"TR149P","13433","Petcoke","Navision","Dry Bulk","20000","20000","US Gulf","US Gulf","Port Arthur","Salvador","2025-12-16","2025-12-20","25","chartering@interbulkshipping.in","+91-9650405353","29.8844","-93.9399",NULL,"964115"
"TR149P","13434","Slags","Navision","Dry Bulk","20000","49999","Mediterranean","Mediterranean","Gibraltar","Caribbean","2025-12-15","2025-12-20","25","chartering@interbulkshipping.in","+91-9650405353","36.1408","-5.3536",NULL,"964115"
"TR149P","13435","Grains","BAI","Dry Bulk","32000","40000","Continent","Continent","Poland","Portugal","2025-12-09","2025-12-14","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","54.3521","18.6466",NULL,"887516"
"TR149P","13436","Agriproducts","OSR","Dry Bulk","33000","37000","East Coast North America","East Coast North America","Houston","North Coast South America","2025-12-15","2025-12-19","30","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","29.7604","-95.3698",NULL,"887516"
"TR149P","13437","Agriproducts","Lauritzen","Dry Bulk","30000","40000","South East Asia","South East Asia","CVB","Continent","2025-12-15","2025-12-20","25","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","10.3157","123.8854",NULL,"887516"
"TR149P","13438","Grains","Lauritzen","Dry Bulk","32000","45000","East Coast North America","East Coast North America","Houston","West Mediterranean","2025-12-15","2025-12-20","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","29.7604","-95.3698",NULL,"887516"
"TR149P","13439","Bulk Clinker","UMC Chartering","Dry Bulk","50000","69000","South East Asia","South East Asia","Vietnam-South China","Chittagong-Bay of Bengal Range","2025-12-09","2025-12-14","30","brokers@u-m-c.com.ua","+38 097 980 46 08","21.0333","105.85",NULL,"374439"
"TR149P","13440","Bulk Sugar","TKB","Dry Bulk","29000","35000","South America","South America","Santos","Bejaia","2025-12-20","2025-12-28","40","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-23.9608","-46.3336",NULL,"588836"
"TR149P","13441","Bagged Sugar","Not Mentioned","Dry Bulk","28000","38000","Central America","Central America","Puerto Quetzal","Dakar","2025-12-18","2025-12-26","80","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","13.925","-90.788",NULL,"588836"
"TR149P","13442","Not Mentioned","BAI","Dry Bulk","28000","38000","Mediterranean","Mediterranean","Marmara","US East Coast","2025-12-15","2025-12-20","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","40.8167","29.1167",NULL,"588836"
"TR149P","13443","Grains","TMA B&L Inc.","Dry Bulk","38000","38000","South America","South America","Recalada","US Gulf/East Coast Mexico","2025-12-09","2025-12-14","35","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-38.0","-57.0",NULL,"504413"
NULL,"13444","Coil","Pan Ocean Co., Ltd","General Cargo","61000","63000","Far East","Far East","South Korea","World Wide","2025-12-19","2025-12-21","365","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"226210"
NULL,"13445","Grain","Pan Ocean Co., Ltd","Dry Bulk","50000","59000","Far East","Far East","North Pacific","Singapore Japan Range","2025-12-20","2026-01-05","0","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"226210"
NULL,"13446","Coil","Pan Ocean Co., Ltd","General Cargo","37000","42000","Far East","Far East","South Korea","World Wide","2025-12-24","2025-12-26","365","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"226210"
NULL,"13447",,"HJ","Dry Bulk","50000","69000","South East Asia","South East Asia","Philippines","Persian Gulf - Japan Range","2023-12-18","2023-12-23","365","fix@withmare.com","+82 2 6956 0788","12.8797","121.774",NULL,"250383"
NULL,"13448","Coil","Pan Ocean Co., Ltd","General Cargo","25","25","Far East","Far East","Dangjin","Gibraltar","2025-12-20","2025-12-22","0","mail@carisocean.com","(822)7304593","37.0412","126.3918",NULL,"890233"
NULL,"13449","Coil","Pan Ocean Co., Ltd","General Cargo","25","25","Far East","Far East","1 SP Korea","1 SP Continent (Gibraltar-Skaw)","2025-12-27","2025-12-30","0","mail@carisocean.com","(822)7304593","37.5665","126.978",NULL,"890233"
"TR149P","13450",,,,"32000","32000","0","Far East","Singapore","DLOSP Indonesia, Malaysia, Singapore, Philippines, Vietnam","2025-12-23","2025-12-26","180","dhha@snsshipping.co.kr","82-10-5327-4011","1.3521","103.8198",NULL,"564548"
"TR149P","13451","Coal","Reachy","Dry Bulk","82000","83000","China Japan Range","China Japan Range","CJK","China","2025-12-08","2025-12-13","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","35.0","139.0",NULL,"864639"
"TR149P","13452","Grains","Bunge","Dry Bulk","82000","83000","East Coast North America","East Coast North America","Immingham","China","2025-12-09","2025-12-14","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","53.6125","-0.2225",NULL,"864639"
"TR149P","13453","Manganese Ore","Joint Vision","Dry Bulk","63000","64000","South East Asia","South East Asia","Karachi","China","2025-12-09","2025-12-14","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","24.85","66.99",NULL,"864639"
"TR149P","13454","Pig Iron","cnr","Dry Bulk","38000","39000","East Coast South America","East Coast South America","Rio de Janeiro","East Coast Mexico","2025-12-09","2025-12-14","0","chartering@reshamwalashipbrokers.com","+91 98210 68513","-22.9068","-43.1729",NULL,"864639"
"TR149P","13455","DAP","Panocean","Dry Bulk","20000","49999","Persian Gulf","Persian Gulf","Ras Al Khair","Karachi","2025-12-19","2025-12-23","20","chartering@interbulkshipping.in","+91-9560504611","27.4","49.6",NULL,"490461"
"TR149P","13456","Slag","Daifu SGP","Dry Bulk","60000","69000","China Japan Range","China Japan Range","North China","Bangladesh","2025-12-15","2025-12-20","30","chartering@interbulkshipping.in","+91-9560504611","39.0","117.0",NULL,"989311"
"TR149P","13457","Slag","Daifu SGP","Dry Bulk","70000","79000","China Japan Range","China Japan Range","North China","Persian Gulf","2025-12-20","2025-12-25","35","chartering@interbulkshipping.in","+91-9560504611","39.0","117.0",NULL,"989311"
"TR149P","13458","Bulk Cement","Vietsea","Dry Bulk","25000","42000","Far East","Far East","Vissai","Newcastle","2025-12-25","2025-12-31","0","chartering@interbulkshipping.in","+91 9958349993","20.0","106.0",NULL,"586978"
"TR149P","13459",,"Anchor Shipping","Dry Bulk","52000","64000","0","Worldwide",,,NULL,NULL,"365","pacific@goldenmaritime.net","00922138682834",,,NULL,"740274"
"TR149P","13460","Coal","GTFE","Dry Bulk","53000","57000","South East Asia","South East Asia","Singapore","Taiwan","2025-12-15","2025-12-20","25","chartering@interbulkshipping.in","+91-9958349993","1.3521","103.8198",NULL,"399236"
"TR149P","13461","Sand or Aggregates","GTFE","Dry Bulk","47000","60000","China Japan Range","China Japan Range","Xiamen","Singapore","2025-12-10","2025-12-15","15","chartering@interbulkshipping.in","+91-9582547074","24.4798","118.0894",NULL,"399236"
"TR149P","13462",,"Panocean",,"50000","69000","0","Persian Gulf",,"World Wide","2025-12-10","2025-12-31","1095","chartering@interbulkshipping.in","+91-9560504611","25.0","51.0",NULL,"138182"
"TR149P","13463","Alumina","Dava Pte Ltd","Dry Bulk","48000","59000","South East Asia","South East Asia","South Kalimantan","East Coast India","2025-12-23","2025-12-27","35","chartering@interbulkshipping.in","+91-9650405353","-3.0","115.0",NULL,"407087"
NULL,"13464","Steel Products","Pan Ocean Co., Ltd.","General Cargo","32000","42000","Far East","Far East","South Korea","South East Asia","2025-12-17","2025-12-18","25","mail@carisocean.com","(822)7304593","35.9078","127.7669",NULL,"751139"
"TR149P","13465","Coal","Western Bulk","Dry Bulk","50000","69000","South East Asia","South East Asia","Tanjung Kampeh","KSC, Thailand","2025-12-22","2025-12-26","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","1.0","104.0",NULL,"464330"
"TR149P","13466","Grains","Western Bulk","Dry Bulk","50000","69000","South East Asia","South East Asia","South Australia","Persian Gulf","2026-01-03","2026-01-08","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","-35.0","138.0",NULL,"464330"
"TR149P","13467","Grains","Western Bulk","Dry Bulk","50000","69000","North Pacific","North Pacific","Canada","South East Asia","2026-01-04","2026-01-09","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","49.2827","-123.1207",NULL,"464330"
"TR149P","13468","Salt","Western Bulk","Dry Bulk","50000","69000","North America","North America","Cedros Island","US East Coast","2025-12-20","2025-12-25","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","27.7667","-115.1333",NULL,"464330"
"TR149P","13469","Wood Pellets","PCL","Dry Bulk","60000","66000","East Coast North America","East Coast North America","Wilmington","UK/ARAG","2025-12-24","2025-12-30","1095","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","34.2257","-77.9447",NULL,"681330"
"TR149P","13470","Wood Pellets","PCL","Dry Bulk","60000","66000","East Coast North America","East Coast North America","Wilmington","UK/ARAG","2025-12-24","2025-12-30","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","34.2257","-77.9447",NULL,"681330"
"TR149P","13471",,"Seacape","Dry Bulk","37000","50000","China Japan Range","China Japan Range","North China","West Coast Central America","2025-12-25","2025-12-30","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","39.0","117.0",NULL,"454748"
"TR149P","13472",,"Seacape","Dry Bulk","50000","60000","Mediterranean","Mediterranean","Canakkale","West Coast South America","2025-12-16","2025-12-22","0","rieck-petersen@shipnet.de","+49 (0)40 35 00 426","40.1553","26.4124",NULL,"454748"
NULL,"13473","Aluminum Extrusion Ingots","Star Gulf Shipping Pvt Ltd.","Dry Bulk","7000","10000","Persian Gulf","Persian Gulf","Mesaieed","Mediterranean","2026-01-01","2026-01-03","25","fix@stargulfshipping.com","+962 77 9233254","25.0895","51.5653",NULL,"797695"
